Business,Films,Football,Politics,Technology
0.05228519195612431,0.008485931219294328,0.0009612303748798462,0.011181513231457324,0.9119031607262945
0.0029250457038391227,0.0022331397945511387,0.9721243191284845,0.0003727171077152441,0.019502353732347006
0.0043875685557586835,0.9830281375614114,0.003844921499519385,0.01006336190831159,0.028917283120376596
0.9228519195612431,0.0044662795891022775,0.013136815123357898,0.10510622437569885,0.03160726294552791
0.017550274223034734,0.001786511835640911,0.00993271387375841,0.873276183376817,0.008069939475453935
